#Num friends, num posts, num likes
661,89,202
676,141,320
518,113,227
795,103,304
424,84,166
1100,127,371
836,113,336
547,110,248
535,113,279
536,100,270
858,69,171
741,109,327
728,152,346
647,145,466
1153,97,307
395,83,100
824,120,300
606,136,364
489,78,113
428,94,333
888,83,217
909,128,433
824,73,181
871,86,246
641,115,237
680,110,267
632,82,223
895,80,147
770,97,252
780,79,55
721,76,214
738,158,489
760,76,147
744,46,191
750,85,147
607,134,390
419,78,209
819,101,201
734,75,119
261,107,304
1003,68,200
733,98,200
704,74,148
857,92,134
762,103,344
904,151,459
672,107,219
632,65,69
908,71,163
498,126,327
966,116,324
722,84,222
990,114,259
883,109,302
714,111,307
324,96,123
389,106,164
468,83,226
846,159,529
634,76,178
736,69,92
691,111,284
814,31,4
886,114,310
624,101,233
498,100,191
1187,77,262
645,89,115
787,95,219
789,123,312
855,90,209
525,88,223
326,109,233
695,109,415
875,60,276
807,107,241
523,115,348
656,56,107
492,120,256
556,78,123
849,99,308
402,118,346
1075,69,223
976,78,231
602,109,260
836,84,153
903,110,256
953,74,145
791,93,171
559,63,211
714,61,136
491,86,198
667,137,365
759,100,260
782,114,341
680,137,239
690,121,315
835,81,149
869,96,295
654,72,173
824,60,88
632,118,292
993,99,259
365,173,407
916,139,457
659,116,212
629,113,352
880,96,279
533,78,8
744,152,419
510,78,129
537,101,287
330,81,184
459,112,287
754,117,421
656,103,260
594,107,201
913,49,169
406,91,195
896,75,205
873,74,237
854,91,135
1176,84,230
899,160,457
662,100,248
648,76,120
758,84,203
541,102,176
831,106,409
964,68,204
924,110,222
778,68,137
634,146,348
637,115,242
573,111,196
857,71,218
742,120,299
1214,73,193
450,58,150
594,86,185
778,129,256
784,94,341
936,37,22
581,125,326
525,105,201
922,83,266
676,92,193
750,104,301
801,108,282
726,106,291
949,117,367
522,81,165
751,106,217
1034,72,121
533,92,290
619,118,286
1019,92,289
631,94,294
672,86,192
654,94,226
556,93,302
995,97,274
797,94,202
797,127,420
929,82,110
807,140,400
657,66,276
1190,110,351
649,65,75
438,192,548
897,135,405
757,108,313
611,80,192
851,142,420
527,83,209
531,109,224
659,81,219
744,73,176
627,94,265
318,118,305
806,102,220
575,82,195
774,94,196
581,70,223
715,90,211
916,116,275
630,109,253
877,140,453
659,75,180
868,72,91
644,123,255
1086,71,168
1004,108,340
675,98,263
492,81,170
685,112,359
348,99,158
316,125,352
801,88,217
436,59,148
800,66,169
710,106,242
674,85,202
466,97,359
133,118,335
961,83,124
356,109,244
661,69,225
751,109,435
354,56,197
583,138,322
808,88,129
536,88,163
867,106,245
802,82,195
907,148,414
941,106,350
652,112,329
969,88,169
843,110,276
547,182,464
602,125,292
496,109,166
457,95,234
784,94,177
662,149,460
686,97,285
714,98,181
706,79,139
541,87,144
636,82,244
687,108,363
769,137,398
647,98,164
677,95,277
765,82,254
415,106,257
598,70,161
754,91,316
583,89,216
1153,98,224
821,131,347
797,111,244
706,117,308
830,95,262
440,104,159
807,129,431
428,136,305
877,101,266
696,116,275
791,128,351
721,140,298
647,111,269
626,110,274
640,153,335
772,44,79
664,69,155
806,79,106
828,107,232
525,99,252
844,82,293
557,74,78
952,85,326
1060,84,228
546,88,240
1068,83,259
560,107,305
489,99,251
1009,114,306
989,106,374
544,48,88
632,117,322
676,125,310
680,104,193
815,77,165
716,73,236
374,99,193
767,85,223
965,114,295
824,76,160
987,81,247
885,95,254
1058,83,176
810,105,301
508,75,153
773,63,163
859,120,436
625,47,115
948,65,241
1041,115,376
752,123,317
645,109,219
865,40,14
732,98,275
413,104,339
536,73,128
485,109,316
888,79,164
625,106,324
558,140,409
765,84,222
812,87,198
554,111,207
1039,77,248
295,133,267
970,112,432
555,124,369
580,129,397
655,118,288
363,135,282
637,119,206
713,128,303
713,118,261
644,119,327
559,76,143
663,69,69
601,56,108
480,132,225
660,105,352
411,127,208
420,109,226
840,112,288
634,73,124
892,86,253
1136,78,262
1095,73,154
671,95,102
946,90,247
875,59,160
816,104,207
431,94,183
441,87,191
856,93,302
749,108,248
402,56,70
600,128,429
1129,66,111
998,40,168
706,154,481
618,100,121
830,95,152
682,115,346
591,111,310
506,89,209
717,104,262
496,86,113
939,82,234
960,110,368
362,125,269
702,111,309
660,99,259
815,135,332
492,89,213
648,126,232
902,120,375
810,58,38
747,69,134
586,135,363
726,97,278
1199,73,249
520,121,245
735,89,198
808,89,224
729,130,264
462,128,272
838,74,213
858,140,455
616,83,166
518,125,212
613,100,283
775,115,359
558,119,318
816,74,151
848,96,188
585,95,260
303,107,243
318,125,310
744,122,289
730,135,335
937,76,280
681,60,194
801,96,219
534,95,297
496,107,323
709,72,198
1005,117,325
612,106,141
850,151,424
600,101,405
719,112,253
438,87,157
486,117,338
661,100,218
903,127,305
849,93,299
511,120,374
771,76,134
981,76,177
768,89,192
682,53,89
969,58,125
295,109,290
842,73,138
551,82,239
704,70,170
379,125,274
931,100,287
280,92,136
1080,78,217
254,100,193
481,147,338
1033,141,518
547,96,146
1015,103,349
832,99,344
877,137,374
599,79,125
388,101,239
957,83,207
611,95,233
445,96,251
1179,135,325
354,111,228
565,123,255
584,114,310
863,52,109
470,127,441
816,104,163
606,104,131
1106,4,85
271,84,157
912,73,150
862,106,301
686,59,97
326,80,52
735,75,264
673,108,328
901,86,229
1031,33,113
642,142,380
535,90,143
1025,57,65
695,78,206
679,120,370
455,71,113
804,117,278
999,86,169
477,122,266
764,129,308
767,105,243
563,114,310
795,103,319
732,100,213
676,60,156
639,127,403
999,108,329
656,137,391
803,100,307
638,47,100
749,112,298
448,118,254
355,112,237
1010,61,132
710,80,205
956,72,214
670,88,207
758,99,254
434,144,377
568,124,328
935,47,55
832,91,219
847,101,345
863,99,293
787,121,398
492,77,157
888,89,213
528,129,333
601,166,557
939,96,156
989,50,204
891,84,277
992,81,195
564,121,316
793,85,371
854,78,141
643,62,142
444,100,307
610,119,306
803,129,346
581,41,96
599,116,275
685,100,317
714,99,334
734,144,503
549,93,297
684,66,239
703,106,280
551,89,115
725,116,335
814,86,306
716,98,293
634,90,94
726,85,202
832,104,348
535,111,352
659,87,246
485,113,295
1004,122,300
736,109,263
954,97,187
685,109,344
339,149,398
690,131,312
960,86,214
984,132,458
643,117,365
570,115,343
587,77,133
863,125,318
520,152,359
662,107,259
600,103,275
946,85,186
608,106,362
608,115,338
756,114,298
712,99,262
575,58,51
597,145,388
878,96,201
379,82,182
575,133,266
976,100,256
679,108,293
581,97,257
747,101,217
850,72,97
787,131,313
869,78,201
805,76,224
628,112,395
794,118,252
807,115,255
552,94,222
314,69,160
740,62,97
546,92,245
762,86,218
768,69,166
773,131,361
464,83,258
902,88,342
938,99,212
841,136,416
714,137,390
652,78,151
521,115,254
822,125,258
673,115,308
831,76,111
850,68,185
361,96,194
971,105,324
734,122,369
755,112,223
876,79,183
981,73,227
882,67,82
751,95,239
696,102,266
682,131,369
829,108,352
686,81,204
748,87,160
851,110,243
388,143,361
700,134,276
651,49,97
905,55,179
765,97,246
914,141,352
730,104,271
694,110,374
413,82,253
463,121,341
393,113,274
786,67,28
640,116,286
779,66,86
966,95,254
787,90,164
1190,87,272
831,99,264
807,60,168
990,130,475
916,83,263
383,113,200
976,108,239
647,140,431
639,100,241
490,139,354
221,115,289
891,43,105
872,109,344
955,94,219
375,82,135
347,108,251
671,102,403
464,112,243
823,95,222
913,94,281
630,151,426
716,105,322
739,85,199
659,113,340
859,80,250
1007,74,132
907,118,362
624,75,139
880,137,353
627,122,361
506,133,325
825,108,291
884,92,156
872,138,403
1094,108,288
842,122,343
1112,112,283
590,125,293
822,105,255
870,90,209
603,91,239
835,87,271
648,102,229
683,152,444
489,124,265
552,122,329
761,102,257
769,107,237
589,91,249
804,94,200
446,85,264
564,137,306
654,113,340
657,98,260
1027,128,469
933,103,266
1055,75,191
700,158,526
796,56,49
869,53,84
754,92,185
496,117,270
674,78,229
383,141,274
584,85,220
528,107,251
935,136,365
681,105,387
851,94,326
688,79,277
586,106,241
653,136,407
883,71,217
1239,74,250
564,115,269
374,102,216
745,114,293
945,84,241
720,111,211
570,76,88
563,105,327
1196,45,144
940,117,208
642,102,282
1000,68,204
804,98,318
893,108,301
744,97,299
727,63,246
689,111,379
625,75,115
874,74,219
839,89,212
584,95,170
854,131,410
870,98,240
710,100,301
959,74,146
523,101,327
603,94,176
882,63,100
736,125,375
740,107,274
713,116,316
403,95,194
963,74,112
593,103,202
452,110,369
654,86,154
773,94,302
469,84,209
572,111,328
612,89,223
799,114,319
398,68,43
1204,61,246
835,86,161
556,88,152
591,160,514
455,100,192
988,27,75
453,71,167
787,106,276
805,97,252
856,126,251
754,96,324
886,109,316
684,106,384
810,121,287
770,77,157
376,96,259
875,87,306
684,151,434
580,123,294
982,128,373
505,113,238
521,100,173
588,129,412
629,94,261
421,107,258
866,111,249
673,153,449
612,60,126
353,118,277
1007,111,296
528,86,126
620,87,278
917,109,353
902,82,217
692,104,192
866,77,197
944,89,175
1039,107,363
615,106,232
730,99,265
932,83,199
588,114,226
562,87,136
825,84,185
613,65,220
562,82,147
987,100,292
503,135,291
199,90,142
828,114,314
389,77,202
663,105,249
462,118,260
380,79,115
397,88,186
600,68,151
566,127,397
634,123,311
313,85,40
522,90,193
236,76,89
737,94,199
888,111,367
719,103,289
529,90,159
302,109,195
546,125,254
386,112,306
477,107,268
757,106,209
746,75,199
930,57,138
631,101,250
922,80,242
1029,125,354
559,120,319
743,95,375
457,149,307
640,89,237
693,93,204
748,112,300
556,80,82
696,136,334
750,51,159
788,92,233
867,75,124
688,77,183
989,137,421
756,69,26
993,74,259
607,119,258
1159,94,250
495,51,84
346,98,192
265,80,108
755,84,216
254,127,274
505,126,254
378,127,351
564,96,188
720,115,369
875,178,469
606,117,414
514,81,241
741,108,207
812,86,116
673,116,305
927,105,309
720,99,146
750,103,274
646,72,148
557,143,297
849,108,270
783,137,333
690,143,397
616,55,151
789,123,249
621,85,166
858,70,108
528,149,341
698,97,183
838,119,317
898,92,280
842,75,256
850,65,159
771,75,103
489,89,270
383,118,294
718,98,308
910,83,227
543,93,286
906,114,352
547,56,173
880,123,423
909,89,182
1023,53,176
698,83,275
618,115,211
1225,93,219
579,84,144
516,98,234
949,93,229
951,52,125
1040,106,307
647,47,221
633,85,295
710,120,308
772,67,84
597,129,303
758,85,172
1122,75,213
788,142,459
832,133,370
478,63,85
535,132,318
1117,95,219
797,115,196
841,114,417
529,91,59
1151,134,382
607,91,91
760,67,110
673,111,323
603,84,138
1215,72,275
514,92,181
632,99,191
899,119,379
842,96,157
693,88,181
794,91,190
871,121,294
990,95,284
877,66,98
1042,84,210
792,95,280
818,121,302
971,95,235
883,38,32
875,89,307
786,92,270
557,79,172
520,124,258
1092,72,237
578,130,407
977,74,120
1125,90,260
739,111,319
1030,88,240
687,111,219
733,116,301
576,114,334
531,94,176
802,45,11
522,83,295
638,78,176
765,110,234
681,61,160
705,79,192
728,141,340
965,97,222
604,129,320
864,81,257
347,75,39
188,140,359
546,81,143
917,85,219
611,102,186
531,108,278
861,100,236
631,105,344
920,129,449
774,143,408
431,133,315
668,41,56
678,94,214
448,138,403
467,145,347
688,102,407
803,101,211
477,144,316
872,64,162
773,46,39
1020,116,365
510,148,434
793,111,359
646,57,11
573,109,152
704,109,230
970,125,303
491,132,345
829,117,350
701,68,206
606,115,279
273,97,293
939,71,147
491,90,212
812,105,315
513,119,374
700,111,216
673,83,158
680,63,78
762,134,369
557,107,244
938,41,166
479,93,174
722,143,323
553,147,464
553,119,320
1030,72,209
844,88,208
681,101,273
658,124,211
625,96,287
879,84,171
686,99,268
699,120,324
560,29,53
652,87,234
1114,120,280
569,97,327
880,102,189
652,170,422
659,127,408
891,104,307
926,119,259
637,148,332
429,89,236
957,136,405
391,88,271
793,84,213
698,80,244
600,104,242
680,98,271
795,67,158
870,100,313
757,128,319
894,58,204
880,110,374
425,109,271
480,118,282
667,139,489
501,109,239
786,91,304
754,105,338
731,75,160
387,119,315
715,92,241
1329,74,275
544,148,368
844,58,138
946,96,302
683,86,366
570,103,258
947,76,186
686,70,132
392,119,338
603,98,180
951,98,222
800,72,235
817,131,344
579,99,187
481,79,172
674,125,249
332,94,204
656,75,178
1015,103,319
763,77,212
667,103,250
494,116,196
253,74,7
277,73,181
543,99,310
927,110,341
1023,80,186
1039,111,389
618,106,224
260,155,379
608,116,318
380,105,315
706,102,164
815,83,218
638,87,160
561,108,182
477,62,162
547,115,392
539,83,138
789,131,322
934,114,312
381,98,254
601,97,225
713,93,260
379,75,157
897,103,355
843,95,305
820,102,279
733,137,335
698,94,240
780,97,299
595,42,75
896,111,261
466,81,168
417,138,439
401,79,128
595,126,381
969,114,317
512,129,409
553,117,319
730,130,348
388,138,449
873,84,228
841,107,310
796,114,366
1014,102,311
865,79,176
498,112,246
307,68,23
937,79,250
382,114,175
835,100,326
797,109,273
923,98,226
579,45,4
659,103,295
771,91,180
793,143,340
1003,109,307
357,135,291
685,88,184
358,141,392
504,139,289
970,64,255
714,130,263
765,124,330
1004,104,256
646,76,218
437,138,336
638,125,260
290,101,233
389,149,453
770,94,190
727,28,5
866,44,144
789,120,312
735,93,288
482,136,335
611,83,120
802,44,103
544,98,321
993,97,239
814,88,177
905,106,274
937,81,244
851,70,242
755,98,266
595,119,219
1001,84,205
895,72,79
509,111,230
981,78,188
717,135,335
671,86,318
526,63,52
810,96,241
745,97,297
525,124,375
818,89,221
794,81,149
317,88,148
851,87,238
1151,85,263
788,72,176
912,138,335
1105,71,204
461,135,377
834,72,210
692,95,315
657,155,366
681,98,249
461,109,268
549,126,312
775,139,475
880,111,175
717,102,323
772,102,239
758,83,201
558,103,220
831,55,42
910,71,194
908,70,169
688,129,335
717,122,309
631,126,229
957,84,230
658,85,244
444,115,217
748,112,302
431,132,254
737,71,244
748,106,239
800,88,154
831,87,308
762,99,195
1134,87,377
852,115,333
1001,61,246
819,83,243
776,140,455
490,127,361
833,134,436
782,67,233
1063,75,210
572,92,184
637,108,355
353,77,172
724,77,296
821,102,371
442,118,264
714,83,170
805,69,109
831,111,378
834,106,320
740,103,278
626,123,384
755,105,235
656,132,334
787,167,478
264,121,259
866,116,381
623,88,242
1069,117,325
774,105,130
307,102,283
415,122,351
602,105,262
723,89,177
293,108,278
195,80,82
859,129,449
1024,85,256
715,131,367
728,116,186
467,54,122
984,113,345
655,100,271
748,106,248
728,144,436
759,89,204
493,97,269
760,77,179
813,81,209
693,102,273
815,141,420
562,66,37
908,87,216
423,112,215
1081,121,302
950,75,201
918,104,337
890,119,329
636,88,193
1040,81,129
674,113,326
440,151,428
1048,69,141
914,69,245
531,114,292
824,123,396
597,74,186
497,99,204
969,81,163
778,99,244
435,103,292
404,142,374
637,87,232
537,86,202
813,86,222
308,90,199
691,124,277
836,120,278
170,121,246
579,78,68
480,86,68
506,95,307
861,120,291
601,74,175
702,126,328
770,113,309
611,150,377
633,112,364
589,124,284
732,74,169
728,89,228
574,101,259
827,93,276
853,99,184
726,106,287
935,132,372
731,114,199
671,89,94
823,86,272
704,145,420
565,117,277
951,127,293
831,99,296
779,109,346
453,121,288
707,88,196
947,117,299
425,121,275
832,91,214
462,135,309
903,108,264
285,119,262
466,139,362
617,90,176
574,66,127
1145,81,231
1070,119,437
875,101,204
893,64,78
703,139,364
925,133,373
528,107,281
957,87,247
772,103,337
970,62,159
222,127,330
888,112,274
684,97,223
825,82,290
412,98,164
525,109,219
787,118,341
591,62,146
933,52,180
1066,79,215
737,108,299
419,144,330
579,79,240
891,81,224
747,63,79
1072,56,155
473,130,264
703,91,246
663,93,263
913,123,253
660,103,195
466,151,341
463,81,224
505,68,187
535,88,156
565,85,191
538,71,142
1111,114,360
437,82,140
422,134,408
894,124,325
793,61,161
387,91,184
852,70,267
678,81,156
737,108,339
676,102,257
909,66,246
532,73,185
586,92,183
526,120,247
850,107,301
1038,60,123
766,104,285
674,135,416
702,94,250
820,57,39
843,70,174
785,169,349
463,76,198
860,73,185
768,98,229
702,112,295
786,93,154
601,71,112
618,117,288
1005,83,228
1040,101,277
611,115,306
758,93,241
790,93,276
578,92,259
578,82,298
379,147,344
638,115,247
676,135,384
627,36,0
787,111,294
910,86,132
855,76,262
901,110,306
686,104,297
707,106,246
456,93,203
312,95,235
845,101,248
761,79,263
759,120,371
616,65,136
609,104,210
228,122,328
687,69,123
548,103,226
735,79,153
834,117,293
942,111,374
934,137,378
309,69,110
889,140,431
728,107,296
1086,82,255
709,97,256
612,86,202
199,98,173
839,89,255
586,85,148
923,84,232
674,58,283
473,113,276
564,84,140
672,48,54
672,107,93
568,113,275
435,99,313
380,126,275
527,92,233
773,125,363
748,76,148
617,48,14
724,109,246
624,41,59
920,51,45
1054,71,195
706,117,369
565,81,264
603,113,278
745,114,327
364,96,204
779,86,150
639,101,263
1114,104,312
503,126,383
981,96,271
743,143,378
514,155,452
904,100,276
246,90,194
465,102,230
627,102,253
509,137,353
702,104,331
330,156,346
990,87,219
523,118,324
669,86,207
679,66,145
264,154,303
650,86,257
710,106,237
636,92,165
320,139,325
877,96,244
718,104,273
752,99,350
599,75,68
809,91,183
666,112,335
847,77,165
680,52,121
625,61,115
800,98,272
808,82,202
423,100,184
1104,36,13
660,93,165
876,170,489
901,95,266
491,54,117
841,124,242
308,127,292
684,115,269
454,64,136
873,125,460
1063,102,327
343,83,85
431,114,268
476,97,314
1020,120,317
796,77,155
498,108,149
594,103,227
757,71,75
632,75,179
894,83,190
219,136,348
889,90,279
611,115,362
691,82,172
591,131,354
564,90,241
772,131,355
887,104,310
720,122,363
774,110,250
1035,113,272
815,118,248
746,86,210
677,56,163
754,108,239
593,76,291
627,123,361
593,96,232
896,71,222
636,72,12
495,93,149
760,102,145
618,79,183
567,116,233
444,148,388
857,100,318
585,110,216
272,169,529
756,114,312
894,82,196
804,111,283
814,84,198
628,100,361
864,131,436
751,109,331
472,117,289
695,127,437
845,133,405
503,121,401
563,100,188
543,118,323
570,66,114
585,113,230
1043,135,308
801,93,151
920,117,400
630,141,448
933,91,232
701,103,322
1040,70,257
523,112,304
579,117,202
814,106,280
621,97,344
408,125,278
684,160,565
911,118,401
1071,105,283
482,62,42
1055,111,304
587,103,197
763,112,283
754,101,244
613,97,217
754,80,254
626,89,372
869,54,165
498,82,132
661,131,386
560,77,134
1053,125,330
834,116,276
742,119,293
424,92,159
559,118,344
534,117,209
1318,72,222
850,66,163
856,79,222
542,71,231
947,128,401
272,109,226
586,108,261
623,120,315
920,60,169
726,116,377
649,110,293
567,80,224
630,129,399
561,103,281
751,53,42
575,127,343
574,81,105
393,99,209
669,118,296
850,93,185
394,95,170
648,94,180
509,84,122
629,92,220
727,116,246
338,129,240
815,105,330
631,113,371
775,67,170
876,87,210
649,130,346
519,97,207
1091,108,279
587,171,454
622,82,127
532,78,163
926,140,329
760,106,249
719,102,183
635,115,331
660,88,333
693,87,267
953,106,352
779,86,183
870,87,193
176,98,378
468,75,254
767,63,93
1008,91,265
837,103,149
646,113,393
982,82,309
734,105,263
774,92,271
865,56,216
485,115,357
633,112,300
611,84,198
640,61,29
989,46,128
979,129,227
956,92,222
919,90,338
570,93,290
675,69,143
617,96,333
737,68,88
932,61,219
965,99,256
408,105,255
680,88,308
681,88,220
681,100,280
791,132,316
629,53,74
652,115,209
688,71,170
526,115,134
829,93,234
1068,89,195
530,111,250
703,83,124
838,58,7
589,116,300
591,72,156
803,92,245
745,78,161
1117,59,209
494,70,137
853,70,221
589,80,235
728,63,198
432,63,119
624,129,335
819,83,191
702,70,209
260,122,283
708,134,384
755,133,441
786,131,351
289,157,467
428,115,295
646,131,321
595,105,230
785,129,356
329,123,373
435,71,101
543,80,160
523,103,223
745,75,254
650,89,144
628,86,165
428,82,225
400,127,318
791,130,299
405,65,114
1100,72,280
545,110,251
431,124,317
425,70,136
622,105,255
508,80,118
727,89,232
404,50,8
803,85,205
666,114,283
1046,64,230
785,118,230
1006,132,405
543,38,24
929,97,269
1207,57,116
850,124,350
476,110,136
637,109,262
938,98,291
596,79,195
636,72,171
624,81,156
407,107,240
767,111,250
407,121,277
407,122,266
745,78,213
658,128,356
523,116,314
552,100,255
794,63,124
1095,104,304
680,103,244
615,116,227
373,68,186
758,120,398
491,48,44
852,95,254
659,42,84
931,93,237
241,135,315
792,106,209
887,104,229
1079,56,101
735,99,274
356,117,374
458,102,237
564,101,299
470,89,182
844,64,92
955,73,195
718,92,307
632,93,310
525,129,287
691,115,264
1162,99,326
305,109,303
439,100,90
651,124,447
667,47,35
525,93,273
950,87,305
630,121,327
757,61,153
715,103,251
745,90,352
742,131,374
841,81,155
1089,107,342
924,105,268
430,128,399
779,132,363
815,80,175
964,90,238
635,132,478
666,144,343
596,84,96
631,133,276
693,81,216
660,62,46
798,100,189
595,144,353
824,82,222
580,65,81
799,112,297
531,132,437
747,114,297
813,92,257
882,57,188
685,129,380
889,90,247
804,111,168
897,128,377
591,98,107
438,85,128
809,131,355
297,134,381
503,94,238
804,99,309
667,79,159
740,147,420
1055,94,244
753,82,187
492,118,402
495,96,241
640,132,295
887,100,302
865,73,186
887,46,156
789,71,77
477,128,320
583,97,167
229,71,45
510,140,476
816,115,234
444,107,166
346,121,237
318,126,204
384,78,229
658,95,231
840,105,336
338,61,8
166,80,153
682,94,203
606,89,166
583,71,164
555,90,194
837,121,412
664,122,320
457,107,226
864,144,354
981,99,274
476,97,293
863,100,240
848,77,212
766,132,343
766,97,277
775,97,206
815,134,301
682,106,366
956,99,309
821,128,307
510,135,328
948,106,274
327,63,49
541,110,236
1025,40,65
666,46,21
562,103,232
695,110,259
776,100,223
529,140,460
694,70,170
529,123,311
476,104,237
865,85,150
859,67,171
671,95,220
684,103,302
527,123,338
829,101,227
826,79,191
539,106,319
728,107,305
1025,70,164
973,79,205
898,62,94
356,117,224
805,78,247
533,106,277
719,81,57
751,133,356
813,111,333
649,93,273
604,132,256
558,116,260
573,90,223
1019,78,162
668,130,292
483,130,307
702,83,216
846,108,351
868,86,235
968,70,232
842,127,259
882,134,444
640,122,270
647,84,184
520,110,261
543,103,337
688,102,256
625,103,342
896,85,329
853,78,115
232,85,107
297,75,79
694,90,253
583,139,331
852,101,348
445,70,71
770,80,126
482,99,142
896,91,230
1127,68,136
696,87,207
376,111,377
555,38,1
556,95,194
590,96,200
638,116,282
868,86,194
797,99,301
459,109,325
892,80,136
701,81,157
800,123,298
816,118,296
569,93,209
354,36,81
704,121,323
768,91,278
639,124,272
1058,80,184
294,108,142
662,129,459
799,67,146
489,71,198
770,106,300
687,112,309
809,77,77
765,95,348
1061,70,147
520,85,225
585,148,424
857,113,334
1073,102,272
532,126,307
853,116,328
663,142,360
331,124,187
443,130,287
663,85,223
925,132,312
664,130,307
939,61,225
650,88,269
418,126,284
413,104,286
475,103,249
719,74,225
660,111,256
633,78,282
663,123,315
708,133,243
789,96,141
771,91,258
491,101,146
659,40,71
442,116,299
772,105,266
743,76,168
924,92,234
1091,66,138
325,91,190
568,104,329
679,119,423
639,89,227
589,121,352
581,129,358
781,91,138
370,98,209
879,121,249
633,90,139
508,117,326
480,165,443
573,56,200
700,58,223
709,118,302
674,101,212
336,91,198
620,73,141
446,123,372
744,112,267
841,121,339
867,138,405
861,106,136
683,103,186
758,97,211
838,82,196
534,71,214
646,127,259
807,107,258
317,106,242
29,101,302
558,123,373
1017,96,326
925,104,406
620,131,384
657,140,350
897,111,338
873,112,325
614,83,205
245,73,95
620,87,274
752,115,233
676,68,131
697,64,182
381,123,321
755,90,199
970,121,310
452,111,237
661,102,253
1012,104,255
654,105,192
820,61,170
295,88,62
657,65,80
1231,83,252
886,111,215
840,65,122
586,95,317
1067,78,206
739,67,181
566,115,330
847,97,282
639,87,314
693,108,362
930,110,252
717,109,288
908,93,223
752,87,141
903,105,220
543,137,350
708,94,198
857,117,293
836,83,223
1076,89,310
580,90,227
722,102,222
591,123,338
739,121,348
586,91,211
701,120,260
941,154,442
571,80,190
905,94,278
838,98,215
589,112,255
952,62,93
1043,80,177
777,136,404
545,109,167
781,123,266
423,87,184
445,100,180
499,126,383
555,89,198
686,92,225
304,113,224
517,102,225
586,66,122
672,151,466
422,108,313
897,119,330
806,60,65
825,71,201
785,138,335
1000,89,237
501,89,200
486,92,269
698,91,190
584,69,200
594,94,192
777,107,339
426,89,247
723,99,313
348,166,406
766,84,259
535,126,232
736,93,268
727,61,48
690,105,236
416,86,141
545,139,396
552,109,234
196,117,234
535,102,201
1193,58,131
697,111,297
924,87,252
238,125,305
534,107,303
909,83,171
455,90,200
689,114,254
443,127,392
653,78,171
775,64,267
653,64,160
305,100,245
498,118,319
460,101,144
326,180,430
605,114,377
811,88,308
550,90,243
767,127,348
462,106,183
718,110,299
598,67,262
1218,138,445
731,70,287
685,65,207
417,98,135
519,131,332
813,75,215
503,139,418
793,40,56
895,98,234
708,101,264
575,88,231
620,93,210
553,113,343
563,122,356
893,101,261
1036,87,203
1013,84,296
956,87,167
587,130,328
520,135,236
527,134,330
549,93,239
849,111,296
696,87,180
944,84,148
966,72,158
563,120,331
373,104,336
661,66,195
813,88,268
723,56,120
854,80,278
634,76,140
946,87,287
710,69,194
724,90,326
565,161,378
820,112,333
748,79,161
880,68,234
763,66,213
831,88,262
834,101,284
866,108,243
732,46,12
552,130,367
770,83,255
755,132,301
436,121,116
573,121,307
540,150,316
818,108,353
449,75,136
596,147,459
630,120,330
440,71,75
688,120,264
953,117,259
601,95,116
673,71,188
610,109,217
449,86,166
634,69,97
1071,86,212
461,128,237
553,122,248
1177,102,269
577,88,245
1260,63,203
599,101,196
885,42,143
855,106,311
529,105,256
898,96,226
697,104,267
484,98,191
700,88,248
842,169,587
743,95,255
643,131,466
529,79,264
620,76,154
925,73,162
693,134,325
709,72,167
628,90,133
821,86,213
782,113,270
608,139,320
791,65,119
841,75,149
685,106,224
877,102,190
475,128,389
1013,121,392
725,120,299
359,115,223
872,110,257
805,79,204
679,82,136
841,117,272
1190,81,124
1225,66,258
751,146,422
776,92,197
556,99,320
499,103,320
680,81,135
559,104,194
931,108,385
490,154,480
1112,109,208
1142,96,357
1002,111,271
1008,94,263
572,88,183
751,121,444
524,85,182
819,87,249
964,82,227
498,76,174
530,103,180
632,132,334
1304,120,394
415,111,351
764,87,186
585,71,119
308,136,291
1009,102,295
535,110,261
1116,68,100
1003,140,348
975,77,111
993,120,305
685,114,224
693,90,236
681,110,266
723,74,193
539,100,153
554,83,147
809,51,39
613,61,122
391,114,251
598,128,358
939,65,251
678,78,230
829,91,154
582,90,181
1126,61,94
683,149,323
800,89,269
791,93,340
643,118,277
796,81,166
678,92,177
824,105,301
356,118,278
560,100,117
341,116,319
408,99,174
379,99,220
885,116,307
593,144,396
986,103,239
717,129,366
656,127,296
981,71,134
802,72,167
1056,109,240
647,81,160
400,145,401
719,91,207
749,74,104
495,92,170
889,119,310
219,157,454
800,94,254
886,103,280
863,142,441
381,104,234
1164,113,326
644,118,280
387,94,324
880,118,488
884,54,142
513,113,339
1009,120,359
731,112,206
1119,108,329
993,110,306
956,110,320
852,95,210
634,117,229
659,29,57
1016,134,427
901,67,220
875,65,194
570,72,86
968,125,316
821,110,257
940,97,348
626,76,191
740,95,279
562,111,327
746,95,271
321,128,310
564,118,349
604,128,320
935,70,240
549,82,93
914,70,128
386,131,444
678,81,133
721,113,245
359,101,215
608,112,314
698,120,258
206,111,300
816,46,61
948,110,287
452,103,234
798,93,191
989,59,128
679,130,428
860,109,286
630,120,310
611,127,295
701,70,218
297,97,195
684,132,296
413,135,264
329,79,89
672,58,164
765,105,283
565,95,194
855,102,243
801,62,209
653,98,262
634,119,280
770,117,289
937,69,237
449,129,419
658,120,354
818,103,281
676,154,325
871,57,148
527,96,173
753,104,306
945,88,313
909,108,290
679,122,380
574,120,308
667,124,367
469,120,292
729,73,134
